日付,レース,予想1着枠,予想2頭,予想3頭,実際1着枠,1頭的中,2頭的中,3頭的中,レース評価,頭確度,信頼度
20160612,6,5,"5,3","5,3,6",2,0,0,0,見,低い,低
20160612,7,1,"1,4","1,4,2",5,0,0,0,注意,普通,低
20160612,8,6,"6,5","6,5,2",3,0,0,0,見,低い,低
20160612,10,1,"1,5","1,5,4",1,1,1,1,注意,普通,低
20160612,11,2,"2,3","2,3,6",1,0,0,0,注意,普通,低
20160612,12,3,"3,1","3,1,6",2,0,0,0,注意,普通,低
20160613,1,4,"4,6","4,6,5",2,0,0,0,見,低い,低
20160613,2,4,"4,2","4,2,3",1,0,0,0,見,低い,低
20160613,3,2,"2,5","2,5,6",1,0,0,0,注意,普通,低
20160613,4,2,"2,5","2,5,4",2,1,1,1,注意,普通,低
20160613,5,4,"4,1","4,1,6",1,0,1,1,注意,普通,低
20160613,6,6,"6,5","6,5,4",6,1,1,1,注意,普通,低
20160613,7,6,"6,2","6,2,5",5,0,0,1,見,低い,低
20160613,8,4,"4,5","4,5,6",5,0,1,1,見,低い,低
20160613,9,3,"3,2","3,2,6",4,0,0,0,見,低い,低
20160613,10,1,"1,3","1,3,6",5,0,0,0,注意,普通,低
20160613,12,3,"3,6","3,6,4",1,0,0,0,注意,普通,低
20160616,1,3,"3,2","3,2,6",3,1,1,1,注意,普通,低
20160616,2,1,"1,6","1,6,2",4,0,0,0,注意,普通,低
20160616,3,2,"2,5","2,5,6",1,0,0,0,注意,普通,低
20160616,4,5,"5,4","5,4,2",3,0,0,0,見,低い,低
20160616,5,5,"5,6","5,6,4",3,0,0,0,見,低い,低
20160616,6,2,"2,6","2,6,3",1,0,0,0,見,普通,低
20160616,7,6,"6,1","6,1,4",1,0,1,1,見,低い,低
20160616,8,2,"2,6","2,6,4",1,0,0,0,注意,普通,低
20160616,9,5,"5,6","5,6,4",3,0,0,0,見,低い,低
20160616,10,1,"1,5","1,5,6",3,0,0,0,注意,普通,低
20160616,11,5,"5,3","5,3,1",3,0,1,1,注意,普通,低
20160616,12,4,"4,1","4,1,3",4,1,1,1,買い,高い,中
20160617,1,4,"4,3","4,3,6",3,0,1,1,見,低い,低
20160617,2,1,"1,3","1,3,2",4,0,0,0,見,低い,低
20160617,3,6,"6,3","6,3,2",3,0,1,1,注意,普通,低
20160617,4,5,"5,4","5,4,2",4,0,1,1,注意,普通,低
20160617,5,5,"5,2","5,2,3",4,0,0,0,見,低い,低
20160617,6,2,"2,3","2,3,6",2,1,1,1,見,低い,低
20160617,7,1,"1,4","1,4,5",1,1,1,1,買い,高い,中
20160617,8,1,"1,2","1,2,3",5,0,0,0,注意,普通,低
20160617,9,6,"6,1","6,1,4",1,0,1,1,見,低い,低
20160617,10,3,"3,1","3,1,6",1,0,1,1,注意,普通,低
20160617,11,2,"2,6","2,6,3",1,0,0,0,買い,高い,中
20160617,12,4,"4,1","4,1,6",4,1,1,1,注意,普通,低
20160618,1,1,"1,6","1,6,5",1,1,1,1,注意,普通,低
20160618,2,4,"4,5","4,5,6",2,0,0,0,注意,普通,低
20160618,3,3,"3,6","3,6,4",2,0,0,0,注意,普通,低
20160618,6,1,"1,5","1,5,4",4,0,0,1,見,低い,低
20160618,8,1,"1,5","1,5,6",3,0,0,0,見,低い,低
20160618,9,2,"2,6","2,6,5",2,1,1,1,注意,普通,低
20160618,10,5,"5,3","5,3,6",5,1,1,1,買い,高い,中
20160618,11,2,"2,3","2,3,5",1,0,0,0,注意,普通,低
20160618,12,2,"2,5","2,5,1",2,1,1,1,注意,普通,低
20160619,1,5,"5,4","5,4,6",3,0,0,0,注意,普通,低
20160619,3,2,"2,4","2,4,6",2,1,1,1,注意,普通,低
20160619,4,1,"1,5","1,5,6",1,1,1,1,注意,普通,低
20160619,5,4,"4,6","4,6,3",5,0,0,0,注意,普通,低
20160619,6,6,"6,5","6,5,4",2,0,0,0,見,低い,低
20160619,7,2,"2,1","2,1,4",1,0,1,1,注意,普通,低
20160619,8,3,"3,5","3,5,1",1,0,0,1,見,低い,低
20160619,9,1,"1,6","1,6,4",2,0,0,0,注意,普通,低
20160619,10,2,"2,3","2,3,6",1,0,0,0,見,普通,低
20160619,11,3,"3,6","3,6,1",1,0,0,1,注意,普通,低
20160619,12,6,"6,5","6,5,1",5,0,1,1,注意,普通,低
20160706,1,5,"5,3","5,3,6",5,1,1,1,見,低い,低
20160706,3,6,"6,5","6,5,3",1,0,0,0,見,低い,低
20160706,4,6,"6,5","6,5,3",2,0,0,0,注意,普通,低
20160706,5,3,"3,5","3,5,4",2,0,0,0,注意,普通,低
20160706,6,6,"6,4","6,4,2",3,0,0,0,見,低い,低
20160706,7,6,"6,3","6,3,2",2,0,0,1,見,低い,低
20160706,8,2,"2,4","2,4,6",4,0,1,1,注意,普通,低
20160706,9,5,"5,3","5,3,1",5,1,1,1,注意,普通,低
20160706,10,6,"6,2","6,2,4",2,0,1,1,見,低い,低
20160706,11,4,"4,5","4,5,2",2,0,0,1,注意,普通,低
20160706,12,5,"5,6","5,6,2",1,0,0,0,注意,普通,低
20160707,1,6,"6,5","6,5,3",5,0,1,1,見,低い,低
20160707,2,2,"2,3","2,3,4",4,0,0,1,見,低い,低
20160707,3,1,"1,6","1,6,3",3,0,0,1,注意,普通,低
20160707,4,1,"1,2","1,2,6",2,0,1,1,注意,普通,低
20160707,5,2,"2,5","2,5,3",6,0,0,0,見,低い,低
20160707,6,5,"5,2","5,2,3",5,1,1,1,見,低い,低
20160707,7,1,"1,4","1,4,5",6,0,0,0,注意,普通,低
20160707,8,3,"3,1","3,1,6",1,0,1,1,注意,普通,低
20160707,9,5,"5,3","5,3,2",5,1,1,1,注意,普通,低
20160707,10,4,"4,6","4,6,5",5,0,0,1,注意,普通,低
20160707,11,3,"3,6","3,6,5",4,0,0,0,見,低い,低
20160707,12,6,"6,5","6,5,1",1,0,0,1,見,低い,低
20160708,1,5,"5,3","5,3,6",1,0,0,0,見,低い,中
20160708,3,1,"1,2","1,2,6",2,0,1,1,見,低い,低
20160708,5,6,"6,4","6,4,1",4,0,1,1,見,低い,低
20160708,6,5,"5,6","5,6,4",3,0,0,0,注意,普通,低
20160708,7,2,"2,1","2,1,3",2,1,1,1,注意,普通,低
20160708,8,4,"4,5","4,5,6",1,0,0,0,見,低い,低
20160708,9,5,"5,2","5,2,4",5,1,1,1,注意,普通,低
20160708,10,2,"2,1","2,1,3",1,0,1,1,注意,普通,低
20160708,11,3,"3,4","3,4,6",3,1,1,1,注意,普通,低
20160708,12,1,"1,3","1,3,5",1,1,1,1,注意,普通,低
20160709,1,5,"5,3","5,3,6",3,0,1,1,見,低い,中
20160709,2,3,"3,4","3,4,6",5,0,0,0,注意,普通,低
20160709,3,6,"6,5","6,5,4",3,0,0,0,見,低い,低
20160709,4,4,"4,6","4,6,2",1,0,0,0,注意,普通,低
20160709,5,2,"2,6","2,6,5",4,0,0,0,見,低い,低
20160709,6,4,"4,5","4,5,6",6,0,0,1,注意,普通,低
20160709,7,1,"1,5","1,5,2",1,1,1,1,注意,普通,低
20160709,8,1,"1,2","1,2,3",1,1,1,1,注意,普通,低
20160709,9,2,"2,1","2,1,6",1,0,1,1,注意,普通,低
20160709,10,1,"1,5","1,5,6",1,1,1,1,見,低い,低
20160709,11,4,"4,5","4,5,3",4,1,1,1,注意,普通,低
20160709,12,4,"4,3","4,3,2",1,0,0,0,注意,普通,低
20160710,2,4,"4,3","4,3,6",4,1,1,1,注意,普通,低
20160710,3,2,"2,5","2,5,4",2,1,1,1,注意,普通,低
20160710,4,4,"4,1","4,1,2",1,0,1,1,見,低い,低
20160710,5,2,"2,6","2,6,3",1,0,0,0,見,低い,低
20160710,6,3,"3,2","3,2,6",4,0,0,0,注意,普通,低
20160710,7,6,"6,5","6,5,1",1,0,0,1,注意,普通,低
20160710,8,6,"6,4","6,4,3",3,0,0,1,見,低い,低
20160710,9,1,"1,2","1,2,4",4,0,0,1,注意,普通,低
20160710,10,1,"1,2","1,2,5",3,0,0,0,注意,普通,低
20160710,11,1,"1,4","1,4,3",1,1,1,1,注意,普通,低
20160710,12,4,"4,1","4,1,2",2,0,0,1,注意,普通,低
20160711,1,4,"4,1","4,1,5",6,0,0,0,注意,普通,低
20160711,2,4,"4,3","4,3,5",2,0,0,0,見,低い,低
20160711,3,5,"5,3","5,3,2",5,1,1,1,注意,普通,低
20160711,4,3,"3,5","3,5,4",1,0,0,0,見,低い,低
20160711,5,4,"4,1","4,1,6",1,0,1,1,見,普通,低
20160711,6,3,"3,6","3,6,4",3,1,1,1,注意,普通,低
20160711,7,4,"4,6","4,6,2",1,0,0,0,注意,普通,低
20160711,8,2,"2,1","2,1,6",3,0,0,0,注意,普通,低
20160711,9,5,"5,6","5,6,3",6,0,1,1,注意,普通,低
20160711,10,4,"4,1","4,1,6",2,0,0,0,注意,普通,低
20160711,11,3,"3,5","3,5,6",3,1,1,1,注意,普通,低
20160711,12,6,"6,4","6,4,1",1,0,0,1,注意,普通,低
20160722,1,3,"3,2","3,2,4",2,0,1,1,注意,普通,低
20160722,2,3,"3,5","3,5,6",4,0,0,0,注意,普通,低
20160722,3,5,"5,3","5,3,2",2,0,0,1,注意,普通,低
20160722,4,4,"4,2","4,2,5",1,0,0,0,見,低い,低
20160722,5,1,"1,5","1,5,6",3,0,0,0,注意,普通,低
20160722,6,4,"4,2","4,2,3",3,0,0,1,見,普通,低
20160722,7,4,"4,5","4,5,2",1,0,0,0,注意,普通,低
20160722,8,6,"6,5","6,5,3",1,0,0,0,見,低い,低
20160722,9,6,"6,4","6,4,2",3,0,0,0,注意,普通,低
20160722,10,1,"1,3","1,3,5",1,1,1,1,注意,普通,低
20160722,11,2,"2,4","2,4,5",4,0,1,1,見,普通,低
20160722,12,3,"3,1","3,1,5",2,0,0,0,注意,普通,低
20160723,1,4,"4,3","4,3,6",6,0,0,1,注意,普通,低
20160723,3,4,"4,3","4,3,6",2,0,0,0,注意,普通,低
20160723,4,5,"5,3","5,3,4",1,0,0,0,見,低い,低
20160723,5,1,"1,6","1,6,3",1,1,1,1,見,普通,低
20160723,6,1,"1,5","1,5,4",4,0,0,1,注意,普通,低
20160723,7,1,"1,5","1,5,4",4,0,0,1,見,普通,低
20160723,8,6,"6,1","6,1,4",3,0,0,0,見,低い,低
20160723,9,2,"2,6","2,6,5",3,0,0,0,注意,普通,低
20160723,10,5,"5,1","5,1,4",4,0,0,1,見,普通,低
20160723,11,4,"4,5","4,5,6",5,0,1,1,注意,普通,低
20160723,12,1,"1,3","1,3,5",1,1,1,1,注意,普通,低
20160724,1,5,"5,6","5,6,3",1,0,0,0,見,低い,低
20160724,3,2,"2,4","2,4,1",1,0,0,1,注意,普通,低
20160724,5,2,"2,4","2,4,6",4,0,1,1,注意,普通,低
20160724,6,2,"2,3","2,3,5",1,0,0,0,注意,普通,低
20160724,7,1,"1,3","1,3,4",1,1,1,1,注意,普通,低
20160724,8,4,"4,3","4,3,2",1,0,0,0,見,普通,低
20160724,9,2,"2,1","2,1,3",1,0,1,1,見,低い,低
20160724,10,1,"1,6","1,6,5",3,0,0,0,注意,普通,低
20160724,11,2,"2,6","2,6,5",1,0,0,0,注意,普通,低
20160724,12,1,"1,3","1,3,6",1,1,1,1,注意,普通,低
20160725,1,4,"4,1","4,1,2",1,0,1,1,注意,普通,低
20160725,2,5,"5,6","5,6,2",3,0,0,0,注意,普通,低
20160725,3,6,"6,2","6,2,5",3,0,0,0,見,低い,低
20160725,4,3,"3,1","3,1,2",1,0,1,1,注意,普通,低
20160725,5,1,"1,6","1,6,5",1,1,1,1,注意,普通,低
20160725,6,6,"6,4","6,4,5",3,0,0,0,見,低い,低
20160725,7,1,"1,3","1,3,6",5,0,0,0,注意,普通,低
20160725,8,3,"3,6","3,6,4",1,0,0,0,見,低い,低
20160725,9,6,"6,1","6,1,5",6,1,1,1,見,低い,低
20160725,10,1,"1,6","1,6,4",3,0,0,0,注意,普通,低
20160725,11,3,"3,2","3,2,5",1,0,0,0,注意,普通,低
20160725,12,1,"1,4","1,4,5",1,1,1,1,注意,普通,低
20160728,1,1,"1,5","1,5,4",1,1,1,1,注意,普通,低
20160728,2,4,"4,2","4,2,6",4,1,1,1,注意,普通,低
20160728,3,3,"3,2","3,2,1",1,0,0,1,注意,普通,低
20160728,4,1,"1,4","1,4,6",1,1,1,1,注意,普通,低
20160728,5,3,"3,5","3,5,6",1,0,0,0,見,普通,低
20160728,6,4,"4,6","4,6,5",1,0,0,0,注意,普通,低
20160728,7,3,"3,1","3,1,6",1,0,1,1,注意,普通,低
20160728,8,6,"6,2","6,2,5",1,0,0,0,注意,普通,低
20160728,9,1,"1,6","1,6,3",1,1,1,1,注意,普通,低
20160728,10,4,"4,1","4,1,3",1,0,1,1,注意,普通,低
20160728,11,1,"1,4","1,4,5",1,1,1,1,注意,普通,低
20160728,12,1,"1,3","1,3,6",1,1,1,1,注意,普通,低
20160729,2,2,"2,6","2,6,4",5,0,0,0,見,低い,低
20160729,3,1,"1,3","1,3,6",1,1,1,1,注意,普通,低
20160729,4,5,"5,2","5,2,3",5,1,1,1,注意,普通,低
20160729,5,1,"1,2","1,2,3",1,1,1,1,注意,普通,低
20160729,7,3,"3,5","3,5,6",1,0,0,0,見,低い,低
20160729,8,2,"2,4","2,4,5",2,1,1,1,注意,普通,低
20160729,9,1,"1,5","1,5,4",1,1,1,1,注意,普通,低
20160729,10,5,"5,4","5,4,6",3,0,0,0,見,低い,低
20160729,11,3,"3,6","3,6,5",6,0,1,1,注意,普通,低
20160729,12,2,"2,1","2,1,6",2,1,1,1,注意,普通,低
20160730,1,1,"1,4","1,4,6",2,0,0,0,注意,普通,低
20160730,2,4,"4,6","4,6,5",4,1,1,1,注意,普通,低
20160730,3,1,"1,3","1,3,5",2,0,0,0,注意,普通,低
20160730,4,1,"1,2","1,2,5",1,1,1,1,注意,普通,低
20160730,5,1,"1,5","1,5,3",2,0,0,0,注意,普通,低
20160730,6,2,"2,6","2,6,1",1,0,0,1,注意,普通,低
20160730,7,3,"3,2","3,2,6",4,0,0,0,注意,普通,低
20160730,8,2,"2,6","2,6,4",2,1,1,1,注意,普通,低
20160730,9,6,"6,2","6,2,5",1,0,0,0,注意,普通,低
20160730,10,1,"1,3","1,3,6",2,0,0,0,注意,普通,低
20160730,11,5,"5,2","5,2,6",3,0,0,0,注意,普通,低
20160731,1,3,"3,5","3,5,1",1,0,0,1,注意,普通,低
20160731,3,1,"1,4","1,4,5",1,1,1,1,注意,普通,低
20160731,4,5,"5,6","5,6,2",2,0,0,1,注意,普通,低
20160731,5,3,"3,5","3,5,2",1,0,0,0,見,低い,低
20160731,6,3,"3,1","3,1,5",3,1,1,1,注意,普通,低
20160731,7,1,"1,6","1,6,2",3,0,0,0,注意,普通,低
20160731,8,5,"5,3","5,3,4",1,0,0,0,見,低い,低
20160731,9,1,"1,2","1,2,5",3,0,0,0,注意,普通,低
20160731,10,3,"3,6","3,6,5",1,0,0,0,注意,普通,低
20160731,11,5,"5,6","5,6,4",2,0,0,0,見,低い,低
20160804,1,4,"4,2","4,2,5",3,0,0,0,注意,普通,低
20160804,2,6,"6,3","6,3,4",1,0,0,0,見,低い,低
20160804,3,3,"3,2","3,2,6",3,1,1,1,注意,普通,低
20160804,4,4,"4,5","4,5,6",5,0,1,1,見,低い,低
20160804,5,1,"1,5","1,5,4",3,0,0,0,注意,普通,低
20160804,6,1,"1,3","1,3,5",4,0,0,0,注意,普通,低
20160804,7,6,"6,1","6,1,3",3,0,0,1,注意,普通,低
20160804,8,4,"4,5","4,5,6",1,0,0,0,注意,普通,低
20160804,9,5,"5,2","5,2,4",1,0,0,0,見,低い,低
20160804,10,2,"2,5","2,5,6",1,0,0,0,注意,普通,低
20160804,11,5,"5,2","5,2,6",4,0,0,0,注意,普通,低
20160804,12,1,"1,6","1,6,2",1,1,1,1,見,低い,低
20160805,1,4,"4,5","4,5,2",1,0,0,0,注意,普通,低
20160805,2,6,"6,3","6,3,5",4,0,0,0,見,低い,低
20160805,3,6,"6,4","6,4,2",2,0,0,1,見,低い,低
20160805,4,1,"1,2","1,2,6",5,0,0,0,注意,普通,低
20160805,5,6,"6,3","6,3,2",1,0,0,0,見,低い,低
20160805,6,6,"6,3","6,3,4",2,0,0,0,見,低い,低
20160805,7,4,"4,1","4,1,2",4,1,1,1,注意,普通,低
20160805,9,2,"2,3","2,3,1",1,0,0,1,注意,普通,低
20160805,10,5,"5,4","5,4,6",3,0,0,0,見,低い,低
20160805,11,4,"4,5","4,5,2",1,0,0,0,注意,普通,低
20160805,12,1,"1,6","1,6,4",1,1,1,1,注意,普通,低
20160806,1,4,"4,2","4,2,6",3,0,0,0,注意,普通,低
20160806,2,4,"4,6","4,6,2",4,1,1,1,見,低い,低
20160806,3,5,"5,1","5,1,6",3,0,0,0,注意,普通,低
20160806,4,1,"1,3","1,3,5",1,1,1,1,見,低い,低
20160806,5,5,"5,4","5,4,2",1,0,0,0,見,低い,低
20160806,6,2,"2,1","2,1,6",2,1,1,1,注意,普通,低
20160806,7,3,"3,5","3,5,1",3,1,1,1,見,低い,低
20160806,8,6,"6,5","6,5,1",1,0,0,1,見,低い,低
20160806,9,2,"2,6","2,6,3",3,0,0,1,注意,普通,低
20160806,10,4,"4,1","4,1,6",5,0,0,0,注意,普通,低
20160806,11,1,"1,3","1,3,6",1,1,1,1,見,普通,低
20160806,12,6,"6,4","6,4,5",1,0,0,0,見,低い,低
20160807,1,6,"6,5","6,5,1",1,0,0,1,見,低い,低
20160807,2,6,"6,2","6,2,5",4,0,0,0,注意,普通,低
20160807,3,5,"5,1","5,1,6",1,0,1,1,注意,普通,低
20160807,4,6,"6,4","6,4,3",2,0,0,0,見,低い,低
20160807,5,1,"1,6","1,6,3",1,1,1,1,見,普通,低
20160807,6,4,"4,6","4,6,1",2,0,0,0,見,普通,低
20160807,7,2,"2,1","2,1,6",3,0,0,0,注意,普通,低
20160807,8,6,"6,5","6,5,2",2,0,0,1,見,低い,低
20160807,9,6,"6,2","6,2,5",3,0,0,0,見,低い,低
20160807,10,5,"5,6","5,6,2",4,0,0,0,見,普通,低
20160807,11,6,"6,2","6,2,4",4,0,0,1,見,低い,低
20160807,12,5,"5,6","5,6,4",3,0,0,0,見,低い,低
20160808,1,2,"2,5","2,5,6",1,0,0,0,注意,普通,低
20160808,2,6,"6,5","6,5,3",3,0,0,1,注意,普通,低
20160808,3,3,"3,5","3,5,4",1,0,0,0,見,低い,低
20160808,4,6,"6,5","6,5,1",6,1,1,1,見,低い,低
20160808,5,5,"5,1","5,1,2",3,0,0,0,見,低い,低
20160808,6,1,"1,2","1,2,5",4,0,0,0,注意,普通,低
20160808,7,3,"3,5","3,5,4",3,1,1,1,見,低い,低
20160808,8,5,"5,6","5,6,3",1,0,0,0,見,低い,低
20160808,9,1,"1,3","1,3,6",1,1,1,1,見,低い,低
20160808,10,3,"3,1","3,1,6",4,0,0,0,注意,普通,低
20160808,11,1,"1,6","1,6,5",2,0,0,0,見,低い,低
20160808,12,1,"1,4","1,4,2",1,1,1,1,注意,普通,低
20160811,1,6,"6,3","6,3,4",3,0,1,1,見,低い,低
20160811,2,4,"4,1","4,1,5",1,0,1,1,注意,普通,低
20160811,3,3,"3,1","3,1,4",2,0,0,0,注意,普通,低
20160811,4,4,"4,5","4,5,2",1,0,0,0,注意,普通,低
20160811,5,3,"3,2","3,2,6",1,0,0,0,注意,普通,低
20160811,6,1,"1,3","1,3,6",3,0,1,1,見,普通,低
20160811,7,1,"1,2","1,2,6",4,0,0,0,注意,普通,低
20160811,8,3,"3,5","3,5,4",1,0,0,0,注意,普通,低
20160811,9,5,"5,2","5,2,3",1,0,0,0,注意,普通,低
20160811,12,3,"3,5","3,5,6",3,1,1,1,注意,普通,中
20160812,1,5,"5,4","5,4,6",4,0,1,1,見,低い,低
20160812,2,6,"6,3","6,3,4",4,0,0,1,見,低い,中
20160812,3,2,"2,6","2,6,3",2,1,1,1,注意,普通,低
20160812,5,5,"5,2","5,2,6",1,0,0,0,見,低い,低
20160812,6,1,"1,2","1,2,4",1,1,1,1,注意,普通,低
20160812,7,1,"1,5","1,5,6",3,0,0,0,見,高い,中
20160812,8,2,"2,6","2,6,1",1,0,0,1,注意,普通,低
20160812,9,1,"1,6","1,6,5",1,1,1,1,注意,普通,低
20160812,10,6,"6,5","6,5,3",1,0,0,0,注意,普通,低
20160812,11,6,"6,1","6,1,5",1,0,1,1,見,普通,低
20160812,12,1,"1,4","1,4,2",5,0,0,0,注意,普通,低
20160813,3,2,"2,1","2,1,3",1,0,1,1,注意,普通,低
20160813,4,1,"1,2","1,2,6",1,1,1,1,注意,普通,低
20160813,6,2,"2,1","2,1,4",2,1,1,1,注意,普通,低
20160813,7,6,"6,4","6,4,2",4,0,1,1,見,低い,低
20160813,8,5,"5,6","5,6,1",3,0,0,0,見,高い,中
20160813,9,1,"1,3","1,3,5",1,1,1,1,注意,普通,低
20160813,10,2,"2,1","2,1,4",1,0,1,1,注意,普通,低
20160813,11,4,"4,1","4,1,5",3,0,0,0,注意,普通,低
20160813,12,5,"5,1","5,1,3",1,0,1,1,注意,普通,低
20160814,1,1,"1,5","1,5,6",1,1,1,1,注意,普通,低
20160814,2,2,"2,5","2,5,3",4,0,0,0,注意,普通,低
20160814,3,6,"6,1","6,1,3",1,0,1,1,見,低い,低
20160814,4,1,"1,6","1,6,5",1,1,1,1,注意,普通,低
20160814,5,5,"5,1","5,1,6",3,0,0,0,見,普通,低
20160814,6,6,"6,3","6,3,4",2,0,0,0,見,低い,低
20160814,7,1,"1,4","1,4,6",1,1,1,1,注意,普通,低
20160814,8,3,"3,1","3,1,5",1,0,1,1,注意,普通,低
20160814,9,1,"1,6","1,6,4",1,1,1,1,注意,普通,低
20160814,10,1,"1,2","1,2,4",4,0,0,1,注意,普通,低
20160814,12,2,"2,5","2,5,1",1,0,0,1,注意,普通,低
20160815,2,4,"4,5","4,5,6",3,0,0,0,見,普通,低
20160815,3,2,"2,5","2,5,1",4,0,0,0,注意,普通,低
20160815,4,3,"3,6","3,6,5",3,1,1,1,注意,普通,低
20160815,5,2,"2,6","2,6,1",3,0,0,0,注意,普通,低
20160815,6,6,"6,3","6,3,5",4,0,0,0,注意,普通,低
20160815,7,1,"1,4","1,4,5",1,1,1,1,注意,普通,低
20160815,8,5,"5,1","5,1,3",1,0,1,1,注意,普通,低
20160815,9,6,"6,2","6,2,1",3,0,0,0,見,低い,低
20160815,10,3,"3,1","3,1,5",1,0,1,1,注意,普通,低
20160815,11,2,"2,1","2,1,4",1,0,1,1,注意,普通,低
20160815,12,3,"3,1","3,1,2",2,0,0,1,注意,普通,中
20160816,1,1,"1,6","1,6,2",1,1,1,1,注意,普通,低
20160816,2,1,"1,6","1,6,3",4,0,0,0,見,低い,中
20160816,3,3,"3,1","3,1,4",3,1,1,1,注意,普通,低
20160816,4,6,"6,4","6,4,2",6,1,1,1,見,低い,低
20160816,5,2,"2,1","2,1,3",2,1,1,1,注意,普通,低
20160816,6,1,"1,6","1,6,5",3,0,0,0,注意,普通,低
20160816,7,6,"6,1","6,1,4",1,0,1,1,注意,普通,低
20160816,8,6,"6,1","6,1,2",4,0,0,0,注意,普通,低
20160816,9,6,"6,1","6,1,2",4,0,0,0,見,低い,中
20160816,10,1,"1,3","1,3,6",4,0,0,0,注意,普通,低
20160816,11,1,"1,6","1,6,3",1,1,1,1,注意,普通,低
20160816,12,3,"3,5","3,5,1",1,0,0,1,注意,普通,低
20160823,1,4,"4,5","4,5,3",2,0,0,0,見,低い,低
20160823,2,4,"4,1","4,1,5",4,1,1,1,注意,普通,低
20160823,3,1,"1,6","1,6,3",1,1,1,1,注意,普通,低
20160823,4,5,"5,4","5,4,2",2,0,0,1,注意,普通,低
20160823,5,2,"2,5","2,5,6",5,0,1,1,注意,普通,低
20160823,6,1,"1,2","1,2,5",3,0,0,0,注意,普通,低
20160823,7,6,"6,4","6,4,5",2,0,0,0,見,低い,低
20160823,8,1,"1,3","1,3,5",1,1,1,1,注意,普通,低
20160823,9,4,"4,1","4,1,2",1,0,1,1,注意,普通,低
20160823,10,6,"6,3","6,3,4",1,0,0,0,注意,普通,低
20160823,11,6,"6,5","6,5,3",1,0,0,0,注意,普通,低
20160823,12,1,"1,4","1,4,2",2,0,0,1,注意,普通,低
20160824,1,2,"2,5","2,5,3",5,0,1,1,見,低い,中
20160824,2,6,"6,5","6,5,1",4,0,0,0,見,低い,低
20160824,3,6,"6,4","6,4,3",3,0,0,1,見,低い,低
20160824,4,2,"2,6","2,6,4",2,1,1,1,注意,普通,低
20160824,5,2,"2,4","2,4,1",1,0,0,1,注意,普通,低
20160824,6,6,"6,3","6,3,4",2,0,0,0,見,低い,低
20160824,7,1,"1,4","1,4,6",5,0,0,0,注意,普通,低
20160824,8,6,"6,4","6,4,1",6,1,1,1,見,低い,低
20160824,9,5,"5,1","5,1,2",1,0,1,1,注意,普通,低
20160824,10,1,"1,6","1,6,5",2,0,0,0,注意,普通,低
20160824,11,6,"6,5","6,5,4",4,0,0,1,見,低い,低
20160824,12,3,"3,6","3,6,5",1,0,0,0,注意,普通,低
20160825,1,5,"5,6","5,6,3",4,0,0,0,見,低い,低
20160825,2,6,"6,3","6,3,5",4,0,0,0,見,低い,低
20160825,3,2,"2,5","2,5,4",2,1,1,1,見,普通,低
20160825,4,5,"5,4","5,4,3",1,0,0,0,見,低い,低
20160825,5,4,"4,6","4,6,5",4,1,1,1,注意,普通,低
20160825,6,5,"5,2","5,2,3",5,1,1,1,見,低い,低
20160825,7,3,"3,4","3,4,5",3,1,1,1,注意,普通,低
20160825,8,2,"2,1","2,1,6",1,0,1,1,注意,普通,低
20160825,9,3,"3,2","3,2,4",1,0,0,0,見,普通,低
20160825,10,5,"5,4","5,4,6",1,0,0,0,見,低い,低
20160825,12,4,"4,6","4,6,5",4,1,1,1,注意,普通,低
20160826,1,5,"5,2","5,2,1",3,0,0,0,見,低い,低
20160826,2,6,"6,4","6,4,3",4,0,1,1,見,低い,低
20160826,3,3,"3,6","3,6,5",1,0,0,0,注意,普通,低
20160826,4,2,"2,6","2,6,3",4,0,0,0,注意,普通,低
20160826,5,3,"3,6","3,6,2",5,0,0,0,注意,普通,低
20160826,6,2,"2,6","2,6,5",2,1,1,1,注意,普通,低
20160826,7,6,"6,1","6,1,4",2,0,0,0,注意,普通,低
20160826,8,6,"6,4","6,4,5",2,0,0,0,見,低い,低
20160826,9,2,"2,4","2,4,5",1,0,0,0,注意,普通,低
20160826,10,1,"1,2","1,2,6",4,0,0,0,注意,普通,低
20160826,12,4,"4,1","4,1,6",4,1,1,1,見,普通,低
20160827,1,6,"6,2","6,2,5",6,1,1,1,見,低い,低
20160827,2,4,"4,1","4,1,5",6,0,0,0,注意,普通,低
20160827,3,4,"4,6","4,6,1",2,0,0,0,注意,普通,低
20160827,4,6,"6,4","6,4,3",1,0,0,0,見,低い,低
20160827,5,2,"2,3","2,3,4",1,0,0,0,注意,普通,低
20160827,6,2,"2,3","2,3,6",2,1,1,1,注意,普通,低
20160827,7,6,"6,4","6,4,5",1,0,0,0,見,低い,低
20160827,8,1,"1,6","1,6,5",1,1,1,1,注意,普通,低
20160827,9,6,"6,4","6,4,5",1,0,0,0,見,低い,低
20160827,10,4,"4,6","4,6,2",1,0,0,0,見,低い,低
20160827,11,4,"4,3","4,3,5",2,0,0,0,注意,普通,低
20160827,12,2,"2,3","2,3,5",2,1,1,1,注意,普通,低
20160828,1,5,"5,2","5,2,6",2,0,1,1,注意,普通,低
20160828,2,5,"5,4","5,4,6",3,0,0,0,見,低い,中
20160828,3,2,"2,4","2,4,3",2,1,1,1,見,低い,低
20160828,4,4,"4,3","4,3,6",1,0,0,0,注意,普通,低
